ID,G_VRH
mp-567395,13.0
mp-568992,65.0
mp-631455,-154.0
mp-695998,11.0
mp-7067,29.0
mp-784630,97.0
mp-8535,92.0
mp-862680,-4.0
mp-862691,117.0
mp-864601,33.0
mp-864606,84.0
mp-864789,31.0
mp-865249,67.0
mp-865858,20.0
mp-865900,58.0
mp-8756,17.0
mp-927,50.0
mp-972373,1.0
mp-972960,13.0
mp-976139,8.0
mp-978833,22.0
mp-979044,37.0
mp-997569,4.0
mvc-13900,56.0
mvc-14006,42.0
mp-10000,74.0
mp-10046,115.0
mp-1013558,27.0
mp-12712,29.0
mp-12751,17.0
mp-1294,29.0
mp-12952,62.0
mp-1328,34.0
mp-15641,38.0
mp-16033,36.0
mp-20491,24.0
mp-2120,31.0
mp-21863,20.0
mp-23234,32.0
mp-2482,14.0
mp-27830,3.0
mp-29111,109.0
mp-29308,14.0
mp-3597,53.0
mp-4276,45.0
mp-4322,89.0
mp-4492,107.0
mp-505572,65.0
mp-568186,43.0
mp-634657,9.0
mp-7343,19.0
mp-763,118.0
mp-861951,64.0
mp-865240,25.0
mp-865487,27.0
mp-867810,13.0
mp-9068,17.0
mp-973191,-10.0
mp-973792,-10.0
mp-976272,16.0
mp-976598,61.0
mp-977126,6.0
mp-978497,-40.0
mp-983539,33.0
mp-999052,54.0
mp-1008487,186.0
mp-1018145,-9.0
mp-10207,299.0
mp-10895,98.0
mp-12128,4.0
mp-1247,72.0
mp-1378,29.0
mp-15624,22.0
mp-16370,26.0
mp-1795,29.0
mp-18927,61.0
mp-19112,39.0
mp-19246,33.0
mp-19284,36.0
mp-1953,70.0
mp-20237,69.0
mp-20281,73.0
mp-20356,35.0
mp-20458,10.0
mp-20486,17.0
mp-23229,7.0
mp-23281,2.0
mp-23312,3.0
mp-2795,159.0
mp-28110,5.0
mp-28683,3.0
mp-30156,79.0
mp-30301,14.0
mp-35308,15.0
mp-3556,70.0
mp-3827,9.0
mp-3924,100.0
mp-4291,50.0
mp-4652,47.0
mp-4674,8.0
mp-504687,25.0
mp-5414,15.0
mp-548469,35.0
mp-550893,115.0
mp-571102,5.0
mp-571322,-56.0
mp-644607,1.0
mp-755609,20.0
mp-828,103.0
mp-863710,19.0
mp-866221,-32.0
mp-9566,25.0
mp-961718,-3.0
mp-976030,20.0
mp-978534,56.0
mp-978549,23.0
mp-978885,-52.0
mp-981210,27.0
mp-981935,7.0
mp-998982,55.0
mp-1007819,128.0
mp-1016831,34.0
mp-11328,132.0
mp-11500,28.0
mp-11690,129.0
mp-1780,61.0
mp-19735,53.0
mp-216,79.0
mp-22320,88.0
mp-23051,-20.0
mp-2602,45.0
mp-281,22.0
mp-30562,12.0
mp-30811,98.0
mp-3236,53.0
mp-32662,73.0
mp-3315,55.0
mp-37,41.0
mp-4731,19.0
mp-492,180.0
mp-4922,26.0
mp-505599,53.0
mp-550008,83.0
mp-550070,12.0
mp-5513,7.0
mp-554769,29.0
mp-570290,15.0
mp-571124,8.0
mp-631661,-169.0
mp-7497,47.0
mp-753898,91.0
mp-761285,51.0
mp-766486,20.0
mp-862824,19.0
mp-863740,38.0
mp-961720,-33.0
mp-971909,16.0
mp-971996,47.0
mp-972202,47.0
mp-972907,36.0
mp-972987,47.0
mp-974581,-16.0
mp-977187,-22.0
mp-980662,35.0
mp-981933,13.0
mp-996941,0.0
mvc-11115,36.0
mp-1002106,11.0
mp-10056,129.0
mp-1007693,117.0
mp-1014230,56.0
mp-1024983,56.0
mp-1025273,11.0
mp-11247,6.0
mp-12521,32.0
mp-149,61.0
mp-16517,60.0
mp-19419,74.0
mp-20913,31.0
mp-22029,21.0
mp-23264,2.0
mp-2720,64.0
mp-30727,23.0
mp-451,80.0
mp-540789,2.0
mp-549158,37.0
mp-5622,85.0
mp-567698,3.0
mp-570683,21.0
mp-571163,65.0
mp-571353,15.0
mp-621348,17.0
mp-635460,-19.0
mp-635713,24.0
mp-643002,54.0
mp-6947,203.0
mp-7169,46.0
mp-7433,20.0
mp-756095,18.0
mp-864764,83.0
mp-865424,70.0
mp-865934,29.0
mp-866183,62.0
mp-867878,124.0
mp-9379,29.0
mp-962057,-27.0
mp-973875,-70.0
mvc-4274,44.0
mp-1002572,69.0
mp-10037,116.0
mp-1009078,58.0
mp-1009894,38.0
mp-1044,122.0
mp-11363,42.0
mp-11512,55.0
mp-13501,99.0
mp-13502,99.0
mp-1963,79.0
mp-2056,47.0
mp-23275,3.0
mp-2451,50.0
mp-2684,54.0
mp-28013,4.0
mp-28838,77.0
mp-2997,125.0
mp-30954,1.0
mp-3183,83.0
mp-5167,46.0
mp-6969,66.0
mp-755455,41.0
mp-756088,83.0
mp-760492,30.0
mp-7891,23.0
mp-8306,19.0
mp-861510,19.0
mp-862473,38.0
mp-862745,12.0
mp-862986,2.0
mp-865229,114.0
mp-866072,-57.0
mp-867178,24.0
mp-9718,6.0
mp-971911,25.0
mp-975905,28.0
mp-981379,28.0
mp-982010,19.0
mp-9951,82.0
mp-9957,101.0
mp-1013550,27.0
mp-1018101,46.0
mp-1025551,52.0
mp-10883,93.0
mp-13156,50.0
mp-13498,20.0
mp-1714,127.0
mp-1868,80.0
mp-20335,100.0
mp-2074,27.0
mp-21385,46.0
mp-22568,38.0
mp-22887,11.0
mp-27833,-1.0
mp-2933,118.0
mp-30851,73.0
mp-36086,91.0
mp-4006,65.0
mp-4396,10.0
mp-552008,31.0
mp-560588,33.0
mp-560676,13.0
mp-567229,65.0
mp-569496,37.0
mp-570,19.0
mp-570554,98.0
mp-571554,41.0
mp-571586,87.0
mp-631538,-139.0
mp-649774,13.0
mp-7143,56.0
mp-7493,17.0
mp-754138,40.0
mp-754912,31.0
mp-7801,30.0
mp-861605,30.0
mp-862588,31.0
mp-862754,22.0
mp-864620,23.0
mp-865030,80.0
mp-865322,58.0
mp-865561,34.0
mp-865752,25.0
mp-867826,25.0
mp-9386,-1.0
mp-961680,6.0
mp-974990,2.0
mp-977138,71.0
mp-977140,12.0
mp-980203,131.0
mp-981367,56.0
mp-981384,76.0
mp-996161,137.0
mp-997084,18.0
mp-999079,40.0
mp-1001788,41.0
mp-1016874,68.0
mp-1017447,64.0
mp-1018161,50.0
mp-1019277,23.0
mp-1025329,54.0
mp-10271,113.0
mp-10497,15.0
mp-1638,37.0
mp-18905,44.0
mp-19340,62.0
mp-20201,43.0
mp-20565,61.0
mp-20990,49.0
mp-21012,76.0
mp-2176,22.0
mp-22488,110.0
mp-27454,15.0
mp-2749,106.0
mp-2758,27.0
mp-31256,25.0
mp-32829,2.0
mp-36775,43.0
mp-542903,62.0
mp-568748,40.0
mp-568912,138.0
mp-569152,4.0
mp-569310,52.0
mp-6633,8.0
mp-753619,44.0
mp-754727,33.0
mp-7650,55.0
mp-8262,11.0
mp-862791,472.0
mp-862882,24.0
mp-865591,79.0
mp-8812,-92.0
mp-8983,40.0
mp-973364,18.0
mp-977184,42.0
mp-984791,24.0
mp-996965,19.0
mp-998974,52.0
mp-999053,42.0
mvc-3453,5.0
mp-10006,13.0
mp-1025302,46.0
mp-1025370,61.0
mp-1025425,113.0
mp-12631,60.0
mp-1281,123.0
mp-13799,21.0
mp-14090,18.0
mp-15113,67.0
mp-16548,31.0
mp-1720,14.0
mp-21128,7.0
mp-27440,7.0
mp-31011,63.0
mp-32880,14.0
mp-336,21.0
mp-3676,55.0
mp-4817,61.0
mp-510347,16.0
mp-510437,37.0
mp-5165,89.0
mp-567655,18.0
mp-568345,-48.0
mp-568610,13.0
mp-568908,29.0
mp-569484,5.0
mp-631354,39.0
mp-6564,43.0
mp-6781,3.0
mp-756473,3.0
mp-761574,57.0
mp-790,75.0
mp-861940,27.0
mp-863725,28.0
mp-866285,65.0
mp-866650,69.0
mp-867200,23.0
mp-8754,16.0
mp-8996,111.0
mp-971960,-203.0
mp-974270,5.0
mp-976407,20.0
mp-976843,7.0
mp-983126,32.0
mp-983587,14.0
mp-997161,47.0
mvc-7792,44.0
mp-1029446,179.0
mp-11194,50.0
mp-11521,46.0
mp-11553,9.0
mp-11694,5.0
mp-11800,44.0
mp-11964,31.0
mp-13456,33.0
mp-13910,30.0
mp-1402,38.0
mp-1553,71.0
mp-16519,66.0
mp-19124,86.0
mp-19876,50.0
mp-2057,152.0
mp-20847,49.0
mp-2126,149.0
mp-2180,49.0
mp-22870,6.0
mp-24721,13.0
mp-27194,-0.0
mp-3142,6.0
mp-31455,49.0
mp-32927,55.0
mp-3693,8.0
mp-485,70.0
mp-505562,58.0
mp-552265,20.0
mp-557373,9.0
mp-861912,101.0
mp-862684,54.0
mp-9569,46.0
mp-982009,18.0
mp-9845,11.0
mp-996944,9.0
mp-1008702,18.0
mp-1018026,15.0
mp-12029,46.0
mp-12580,21.0
mp-12699,17.0
mp-13542,11.0
mp-15254,29.0
mp-19442,85.0
mp-20061,33.0
mp-20440,35.0
mp-20898,22.0
mp-21248,121.0
mp-2269,-48.0
mp-22939,18.0
mp-23153,4.0
mp-23319,2.0
mp-276,41.0
mp-29772,52.0
mp-30765,83.0
mp-34081,35.0
mp-34293,32.0
mp-4770,23.0
mp-540231,21.0
mp-556,35.0
mp-567967,1.0
mp-570436,59.0
mp-571420,40.0
mp-614444,-26.0
mp-631539,-119.0
mp-644311,74.0
mp-691,15.0
mp-7374,22.0
mp-7436,18.0
mp-755441,93.0
mp-756297,59.0
mp-779689,5.0
mp-862692,17.0
mp-862706,96.0
mp-865538,73.0
mp-865546,25.0
mp-9295,20.0
mp-972442,103.0
mp-973983,40.0
mp-1001827,60.0
mp-1007907,19.0
mp-1008527,261.0
mp-1017514,180.0
mp-1018051,35.0
mp-1018656,26.0
mp-1019544,88.0
mp-1025366,27.0
mp-1029,24.0
mp-1029479,-2.0
mp-10381,8.0
mp-1089,162.0
mp-11243,19.0
mp-12622,23.0
mp-12651,7.0
mp-13240,58.0
mp-13435,54.0
mp-14205,11.0
mp-1434,18.0
mp-15809,185.0
mp-1658,32.0
mp-22426,72.0
mp-2287,90.0
mp-2349,24.0
mp-3109,45.0
mp-31142,-33.0
mp-3363,35.0
mp-3871,92.0
mp-4081,22.0
mp-454,29.0
mp-553946,95.0
mp-561412,29.0
mp-568986,3.0
mp-571405,16.0
mp-5733,47.0
mp-5866,29.0
mp-7239,38.0
mp-754149,-8480.0
mp-861660,4.0
mp-862658,36.0
mp-862800,1.0
mp-864839,65.0
mp-864944,45.0
mp-865512,25.0
mp-865855,18.0
mp-866172,24.0
mp-867224,20.0
mp-950,45.0
mp-975512,38.0
mp-980004,42.0
mp-982613,17.0
mp-985825,49.0
mp-989585,13.0
mp-9973,232.0
mp-101,217.0
mp-10189,25.0
mp-1164,73.0
mp-1411,9.0
mp-1560,17.0
mp-1666,47.0
mp-19279,60.0
mp-2052,53.0
mp-21185,16.0
mp-21321,27.0
mp-23121,37.0
mp-23406,5.0
mp-24422,7.0
mp-2633,149.0
mp-27828,5.0
mp-27975,5.0
mp-29726,88.0
mp-30933,46.0
mp-32641,-169.0
mp-364,102.0
mp-4083,32.0
mp-4302,52.0
mp-4899,17.0
mp-553303,7.0
mp-561075,10.0
mp-5659,139.0
mp-569346,15.0
mp-754157,88.0
mp-7926,14.0
mp-844,34.0
mp-853,72.0
mp-863676,20.0
mp-865091,68.0
mp-865166,70.0
mp-865863,14.0
mp-972180,20.0
mp-972257,19.0
mp-972866,22.0
mp-973884,44.0
mp-976341,23.0
mp-977565,10.0
mp-978832,-2.0
mp-978975,17.0
mp-984767,21.0
mp-999192,76.0
mp-1022,10.0
mp-1025203,48.0
mp-1029330,82.0
mp-11484,277.0
mp-11734,78.0
mp-12741,42.0
mp-13094,57.0
mp-15660,144.0
mp-16521,114.0
mp-1766,45.0
mp-21017,58.0
mp-23219,4.0
mp-2604,22.0
mp-507,58.0
mp-5313,122.0
mp-551,32.0
mp-571193,115.0
mp-673,42.0
mp-6914,24.0
mp-755318,53.0
mp-774922,13.0
mp-862368,46.0
mp-862656,59.0
mp-862757,20.0
mp-862867,-67.0
mp-971779,90.0
mp-972623,48.0
mp-973450,-31.0
mp-976259,37.0
mp-978564,18.0
mp-1016929,21.0
mp-1018679,25.0
mp-1019097,59.0
mp-1029733,52.0
mp-10608,63.0
mp-108,42.0
mp-11287,16.0
mp-1404,17.0
mp-1463,61.0
mp-1692,25.0
mp-1912,23.0
mp-19970,35.0
mp-21199,26.0
mp-21893,25.0
mp-22752,56.0
mp-22856,3.0
mp-23214,11.0
mp-23526,8.0
mp-27207,11.0
mp-27360,66.0
mp-27478,20.0
mp-28306,4.0
mp-31326,12.0
mp-32570,111.0
mp-3524,98.0
mp-3650,23.0
mp-3732,134.0
mp-38,19.0
mp-50,62.0
mp-5394,43.0
mp-569151,38.0
mp-580364,24.0
mp-5836,63.0
mp-7250,95.0
mp-753195,4.0
mp-819,68.0
mp-862905,-11.0
mp-972021,20.0
mp-973896,32.0
mp-985450,7.0
mp-10021,15.0
mp-1009539,-140.0
mp-10149,13.0
mp-10894,94.0
mp-13085,78.0
mp-13450,61.0
mp-1552,150.0
mp-16751,47.0
mp-17017,74.0
mp-193,47.0
mp-21845,71.0
mp-22683,47.0
mp-24192,53.0
mp-2874,61.0
mp-29661,69.0
mp-30068,9.0
mp-30091,170.0
mp-30244,33.0
mp-3033,27.0
mp-30731,27.0
mp-499,10.0
mp-569249,68.0
mp-631408,89.0
mp-643279,9.0
mp-686717,31.0
mp-7006,81.0
mp-7163,25.0
mp-754262,26.0
mp-7892,158.0
mp-8003,-57.0
mp-804,105.0
mp-862774,87.0
mp-864831,-66.0
mp-865067,24.0
mp-865500,33.0
mp-865903,32.0
mp-866375,127.0
mp-867568,53.0
mp-8830,65.0
mp-9257,21.0
mp-9324,21.0
mp-9351,42.0
mp-974882,13.0
mp-979945,15.0
mp-981313,7.0
mp-9970,57.0
mp-1008807,-47.0
mp-1009655,161.0
mp-13108,104.0
mp-14223,6.0
mp-17383,44.0
mp-1894,279.0
mp-19142,32.0
mp-19724,43.0
mp-1995,29.0
mp-20539,21.0
mp-22793,98.0
mp-23034,13.0
mp-2520,37.0
mp-29076,119.0
mp-30365,41.0
mp-30482,97.0
mp-31043,10.0
mp-33667,35.0
mp-34078,5.0
mp-39681,38.0
mp-4500,99.0
mp-457,118.0
mp-5000,15.0
mp-5323,98.0
mp-559,56.0
mp-562,54.0
mp-567580,79.0
mp-5699,19.0
mp-570568,1.0
mp-570698,41.0
mp-570950,10.0
mp-5827,104.0
mp-603347,20.0
mp-608555,4.0
mp-672250,-268.0
mp-673174,94.0
mp-752826,74.0
mp-753774,54.0
mp-766217,53.0
mp-777801,11.0
mp-850131,23.0
mp-865908,29.0
mp-867882,2.0
mp-971826,42.0
mp-971920,10.0
mp-972274,24.0
mvc-10883,89.0
mvc-13133,9.0
mp-1016877,43.0
mp-1020622,84.0
mp-1029316,20.0
mp-1029574,15.0
mp-10402,7.0
mp-10728,-3.0
mp-11806,40.0
mp-12137,36.0
mp-1412,25.0
mp-18721,49.0
mp-1873,35.0
mp-19260,26.0
mp-1943,9.0
mp-19795,15.0
mp-22205,66.0
mp-22704,16.0
mp-23058,33.0
mp-23209,13.0
mp-288,33.0
mp-29157,80.0
mp-30481,71.0
mp-30635,23.0
mp-30777,76.0
mp-374,183.0
mp-556856,12.0
mp-569054,14.0
mp-5910,34.0
mp-608,83.0
mp-753946,47.0
mp-754246,19.0
mp-757100,18.0
mp-773137,9.0
mp-8037,50.0
mp-861625,19.0
mp-861936,41.0
mp-862565,19.0
mp-862623,161.0
mp-862966,15.0
mp-865146,70.0
mp-865357,24.0
mp-865485,125.0
mp-865625,18.0
mp-865944,52.0
mp-9503,16.0
mp-961678,55.0
mp-973232,24.0
mp-975206,102.0
mp-976725,-27.0
mp-979267,98.0
mp-980094,92.0
mp-980946,-2.0
mp-989554,48.0
mp-998986,55.0
mp-1008224,91.0
mp-1013642,26.0
mp-10854,126.0
mp-11232,-6.0
mp-11516,141.0
mp-146,30.0
mp-16482,25.0
mp-20004,82.0
mp-2027,56.0
mp-2103,28.0
mp-2191,37.0
mp-2213,92.0
mp-22444,101.0
mp-22556,12.0
mp-22810,21.0
mp-23192,3.0
mp-2355,-105.0
mp-27838,10.0
mp-314,24.0
mp-34579,15.0
mp-4120,43.0
mp-4452,21.0
mp-4488,42.0
mp-4559,22.0
mp-501,16.0
mp-5284,118.0
mp-568384,138.0
mp-6945,41.0
mp-7093,28.0
mp-754113,14.0
mp-768240,32.0
mp-771123,72.0
mp-779545,17.0
mp-7823,43.0
mp-7991,69.0
mp-862312,59.0
mp-862694,96.0
mp-865282,38.0
mp-866086,88.0
mp-867197,-17.0
mp-867213,49.0
mp-9549,53.0
mp-976138,24.0
mp-976151,21.0
mp-977570,22.0
mp-978918,32.0
mp-1013734,27.0
mp-1016881,68.0
mp-10426,43.0
mp-10892,41.0
mp-11,28.0
mp-11836,45.0
mp-13641,48.0
mp-19734,23.0
mp-20545,26.0
mp-21359,51.0
mp-2159,19.0
mp-22050,45.0
mp-2231,17.0
mp-2639,10.0
mp-2659,15.0
mp-29826,24.0
mp-30842,79.0
mp-3158,28.0
mp-425,126.0
mp-446,70.0
mp-5473,40.0
mp-5505,52.0
mp-5532,75.0
mp-567308,30.0
mp-569568,159.0
mp-570930,11.0
mp-571589,25.0
mp-631462,-11.0
mp-673624,44.0
mp-6926,46.0
mp-7472,12.0
mp-754531,58.0
mp-775907,63.0
mp-7777,21.0
mp-861505,19.0
mp-862847,140.0
mp-863659,18.0
mp-863717,27.0
mp-864919,77.0
mp-865026,128.0
mp-865960,161.0
mp-867251,27.0
mp-930,76.0
mp-9527,74.0
mp-972415,36.0
mp-972925,40.0
mp-976113,2.0
mp-976982,4.0
mp-977224,13.0
mp-978286,11.0
mp-978545,19.0
mp-979459,19.0
mp-981539,33.0
mp-984357,35.0
mvc-11229,70.0
mp-1009005,26.0
mp-1009131,-2.0
mp-1009827,-6.0
mp-10159,7.0
mp-1016902,50.0
mp-1018135,29.0
mp-1018151,74.0
mp-1025525,90.0
mp-1029592,44.0
mp-1042,96.0
mp-10492,15.0
mp-10637,31.0
mp-10846,54.0
mp-10899,51.0
mp-12083,214.0
mp-13416,44.0
mp-1592,14.0
mp-1755,29.0
mp-20516,64.0
mp-21476,89.0
mp-21848,-63.0
mp-2189,21.0
mp-22941,27.0
mp-24096,41.0
mp-2577,133.0
mp-2762,88.0
mp-2998,107.0
mp-3464,116.0
mp-3467,100.0
mp-39,3.0
mp-422,58.0
mp-430,85.0
mp-4571,85.0
mp-556353,26.0
mp-568537,21.0
mp-570074,122.0
mp-631381,-52.0
mp-753304,3.0
mp-754027,49.0
mp-754040,80.0
mp-756187,15.0
mp-7875,40.0
mp-861508,22.0
mp-862838,18.0
mp-863738,26.0
mp-866218,81.0
mp-978554,77.0
mp-978856,16.0
mp-979273,21.0
mp-998196,13.0
mp-1008866,21.0
mp-1016931,26.0
mp-1025575,12.0
mp-1039292,8.0
mp-11552,-3.0
mp-1222,156.0
mp-12956,108.0
mp-1346,207.0
mp-1570,36.0
mp-16341,13.0
mp-1791,77.0
mp-1869,42.0
mp-1916,-24.0
mp-19295,57.0
mp-23866,7.0
mp-2452,22.0
mp-25587,27.0
mp-30737,17.0
mp-31169,25.0
mp-3668,35.0
mp-510346,14.0
mp-5146,58.0
mp-5492,42.0
mp-567768,33.0
mp-571041,41.0
mp-625074,34.0
mp-631337,-21.0
mp-638729,4.0
mp-6586,28.0
mp-672371,49.0
mp-760410,20.0
mp-8020,67.0
mp-862262,26.0
mp-865951,11.0
mp-866140,5.0
mp-867233,44.0
mp-972763,-15.0
mp-972879,30.0
mp-975380,3.0
mp-975912,77.0
mp-977404,21.0
mp-984553,-19.0
mp-1013587,43.0
mp-1013736,10.0
mp-10744,25.0
mp-10891,34.0
mp-11175,16.0
mp-11229,35.0
mp-11273,126.0
mp-1219,24.0
mp-12317,17.0
mp-13173,46.0
mp-13472,97.0
mp-1371,25.0
mp-14433,78.0
mp-16035,36.0
mp-19764,12.0
mp-19966,18.0
mp-2079,10.0
mp-214,81.0
mp-2316,30.0
mp-2707,27.0
mp-27757,150.0
mp-292,109.0
mp-30722,20.0
mp-4628,61.0
mp-4673,86.0
mp-549487,30.0
mp-555760,4.0
mp-557133,21.0
mp-568470,-13.0
mp-571454,21.0
mp-631336,-1.0
mp-631568,-7.0
mp-632250,0.0
mp-675902,28.0
mp-685148,56.0
mp-7162,20.0
mp-862737,18.0
mp-865548,68.0
mp-866193,29.0
mp-956,7.0
mp-972077,6.0
mp-975650,20.0
mp-976772,24.0
mp-976893,59.0
mp-976952,55.0
mp-982048,102.0
mp-982596,28.0
mp-1016900,53.0
mp-1018126,20.0
mp-1018139,50.0
mp-1018150,14.0
mp-1029313,35.0
mp-10316,24.0
mp-1061,62.0
mp-1150,76.0
mp-16297,82.0
mp-18778,29.0
mp-1880,8.0
mp-19353,109.0
mp-20067,38.0
mp-20125,-0.0
mp-20354,49.0
mp-2063,40.0
mp-20999,45.0
mp-23514,2.0
mp-2439,86.0
mp-2524,55.0
mp-30452,49.0
mp-31301,19.0
mp-421,41.0
mp-427,81.0
mp-4280,59.0
mp-5399,82.0
mp-5541,60.0
mp-570604,179.0
mp-607111,74.0
mp-631362,25.0
mp-755472,14.0
mp-777413,74.0
mp-862716,21.0
mp-865846,75.0
mp-865948,101.0
mp-867167,18.0
mp-973446,7.0
mp-973786,-11.0
mp-974430,206.0
mp-975405,51.0
mp-977462,25.0
mp-985578,75.0
mp-999135,985.0
mp-9996,10.0
mp-1014013,2.0
mp-10204,26.0
mp-1029573,20.0
mp-1029782,49.0
mp-11132,14.0
mp-12794,50.0
mp-14600,43.0
mp-1747,9.0
mp-19127,-15.0
mp-19198,40.0
mp-21432,-2.0
mp-22394,105.0
mp-22769,78.0
mp-22876,2.0
mp-23240,5.0
mp-23383,5.0
mp-2414,2.0
mp-2920,105.0
mp-31443,5.0
mp-4508,28.0
mp-549475,34.0
mp-568592,13.0
mp-568696,187.0
mp-569416,88.0
mp-569834,43.0
mp-629397,84.0
mp-645,58.0
mp-675531,21.0
mp-7459,12.0
mp-754352,27.0
mp-756063,19.0
mp-841,50.0
mp-862923,23.0
mp-865503,11.0
mp-866012,58.0
mp-8703,6.0
mp-9225,60.0
mp-961723,4.0
mp-972748,-37.0
mp-9752,-769.0
mp-977372,19.0
mp-981378,-0.0
mp-1002136,16.0
mp-1007770,18.0
mp-1009652,-20.0
mp-1017441,57.0
mp-1023128,40.0
mp-1038814,11.0
mp-11412,47.0
mp-12559,12.0
mp-1266,15.0
mp-1630,58.0
mp-1702,44.0
mp-20203,24.0
mp-2142,88.0
mp-22620,26.0
mp-22662,57.0
mp-22965,5.0
mp-2481,27.0
mp-30273,30.0
mp-4008,37.0
mp-40143,14.0
mp-556382,25.0
mp-561203,2.0
mp-567191,38.0
mp-567332,38.0
mp-569267,21.0
mp-5729,42.0
mp-573658,5.0
mp-631471,-21.0
mp-674953,22.0
mp-7243,29.0
mp-7396,-6.0
mp-753594,40.0
mp-755115,25.0
mp-8222,-2.0
mp-862431,46.0
mp-8643,231.0
mp-864623,24.0
mp-864946,37.0
mp-865165,65.0
mp-865513,-10.0
mp-8895,81.0
mp-974740,24.0
mp-978499,8.0
mp-979115,41.0
mp-979424,20.0
mp-9981,99.0
mp-1013585,14.0
mp-10185,34.0
mp-1025225,43.0
mp-1029737,44.0
mp-11435,58.0
mp-11455,31.0
mp-11584,35.0
mp-11738,13.0
mp-12737,49.0
mp-1352,142.0
mp-1540,19.0
mp-15668,12.0
mp-15703,292.0
mp-16267,23.0
mp-1842,105.0
mp-1933,38.0
mp-20446,4.0
mp-2082,72.0
mp-22511,47.0
mp-22903,5.0
mp-22914,10.0
mp-2643,61.0
mp-27888,55.0
mp-2910,18.0
mp-29374,14.0
mp-29529,12.0
mp-29641,15.0
mp-30769,24.0
mp-30943,8.0
mp-31516,9.0
mp-351,82.0
mp-4131,90.0
mp-4730,18.0
mp-557993,24.0
mp-561894,64.0
mp-568866,9.0
mp-569167,140.0
mp-5794,78.0
mp-616378,7.0
mp-631578,17.0
mp-634105,7.0
mp-640708,68.0
mp-7027,62.0
mp-7130,140.0
mp-7400,20.0
mp-753197,72.0
mp-754010,34.0
mp-776911,48.0
mp-8249,7.0
mp-862553,47.0
mp-863732,29.0
mp-864976,29.0
mp-865655,96.0
mp-867292,92.0
mp-961719,-17.0
mp-978992,2.0
mp-981366,-104.0
mp-982245,30.0
mp-999198,191.0
mp-1002206,176.0
mp-10154,40.0
mp-1025408,57.0
mp-10456,101.0
mp-1121,67.0
mp-12549,46.0
mp-12716,35.0
mp-1349,50.0
mp-1487,72.0
mp-1762,61.0
mp-1782,37.0
mp-1820,45.0
mp-18841,98.0
mp-19177,107.0
mp-1922,93.0
mp-19917,29.0
mp-19955,73.0
mp-21509,35.0
mp-2212,59.0
mp-2222,25.0
mp-23803,91.0
mp-25082,2.0
mp-27577,18.0
mp-30151,19.0
mp-30952,1.0
mp-357,50.0
mp-510456,14.0
mp-5377,66.0
mp-540771,33.0
mp-546350,37.0
mp-5670,65.0
mp-631524,287.0
mp-631527,13.0
mp-754671,53.0
mp-755309,7.0
mp-755328,55.0
mp-760439,96.0
mp-864597,11.0
mp-865661,-3.0
mp-866015,25.0
mp-919,19.0
mp-9330,16.0
mp-972209,119.0
mp-981365,124.0
mp-985591,-3.0
mp-989578,36.0
mp-999357,150.0
mp-1002223,-936.0
mp-1008987,49.0
mp-1009129,48.0
mp-1018063,22.0
mp-1018107,13.0
mp-10196,121.0
mp-1029633,36.0
mp-10678,-13.0
mp-11104,33.0
mp-11718,14.0
mp-13150,75.0
mp-1620,189.0
mp-1751,29.0
mp-19820,-2.0
mp-21007,50.0
mp-21069,52.0
mp-21336,143.0
mp-2398,34.0
mp-24012,65.0
mp-24669,76.0
mp-2491,24.0
mp-2637,17.0
mp-2705,111.0
mp-27637,7.0
mp-29175,31.0
mp-2932,98.0
mp-30343,-148.0
mp-30354,37.0
mp-3038,19.0
mp-30468,22.0
mp-3136,100.0
mp-3909,78.0
mp-504580,23.0
mp-519,-26.0
mp-5200,67.0
mp-5528,27.0
mp-556084,7.0
mp-560399,43.0
mp-568280,27.0
mp-570684,94.0
mp-570912,22.0
mp-643370,30.0
mp-6951,14.0
mp-776532,106.0
mp-861889,-7.0
mp-864878,15.0
mp-865659,36.0
mp-865814,-17.0
mp-866116,76.0
mp-867854,18.0
mp-924130,68.0
mp-961722,-4.0
mp-977384,60.0
mp-978303,44.0
mp-978625,22.0
mp-997108,9.0
mp-999470,27.0
mp-1008625,160.0
mp-1009720,62.0
mp-10132,136.0
mp-1016883,56.0
mp-10641,14.0
mp-10729,2.0
mp-10903,32.0
mp-11022,39.0
mp-1156,30.0
mp-18,23.0
mp-19167,12.0
mp-19170,72.0
mp-1982,62.0
mp-20401,87.0
mp-20549,7.0
mp-220,-1.0
mp-23709,7.0
mp-352,99.0
mp-4627,104.0
mp-5137,66.0
mp-542316,125.0
mp-561442,96.0
mp-570379,9.0
mp-574239,16.0
mp-5748,49.0
mp-605790,-10.0
mp-631269,35.0
mp-7910,16.0
mp-861888,5.0
mp-862364,70.0
mp-862962,25.0
mp-865979,15.0
mp-866063,21.0
mp-867223,26.0
mp-944,117.0
mp-974330,7.0
mp-974638,20.0
mp-976262,16.0
mvc-3978,46.0
mp-10039,37.0
mp-10261,33.0
mp-11286,19.0
mp-11883,58.0
mp-1200,46.0
mp-14112,21.0
mp-15796,27.0
mp-160,200.0
mp-18968,44.0
mp-19133,47.0
mp-2050,36.0
mp-20698,30.0
mp-21117,77.0
mp-2132,87.0
mp-22052,28.0
mp-23095,20.0
mp-2554,100.0
mp-29396,17.0
mp-30419,16.0
mp-4950,32.0
mp-504,25.0
mp-556093,5.0
mp-560927,68.0
